dy,y,ydot,speed_y,pred_speed_y
float,float,float,float,float
,,,,
0.0,0.0,0.0,0.0,0.0636284940798
0.0,0.0,0.0,0.0636284940798,0.0445399458558
0.000636284940798,0.000636284940798,0.0636284940798,0.0445399458558,0.0445399458558
0.000445399458558,0.00108168439936,0.0445399458558,0.0445399458558,0.0765643338178
0.000445399458558,0.00152708385791,0.0445399458558,0.0765643338178,0.0669570174292
0.000765643338178,0.00229272719609,0.0765643338178,0.0669570174292,0.0698392123458
0.000669570174292,0.00296229737038,0.0669570174292,0.0698392123458,0.0689745538708
0.000698392123458,0.00366068949384,0.0698392123458,0.0689745538708,0.0692339514133
0.000689745538708,0.00435043503255,0.0689745538708,0.0692339514133,0.0691561321506
0.000692339514133,0.00504277454668,0.0692339514133,0.0691561321506,0.0691794779294
0.000691561321506,0.00573433586819,0.0691561321506,0.0691794779294,0.0691724741957
0.000691794779294,0.00642613064748,0.0691794779294,0.0691724741957,0.0691745753158
0.000691724741957,0.00711785538944,0.0691724741957,0.0691745753158,0.0691739449798
0.000691745753158,0.0078096011426,0.0691745753158,0.0691739449798,0.0691741340806
0.000691739449798,0.0085013405924,0.0691739449798,0.0691741340806,0.0691740773504
0.000691741340806,0.0091930819332,0.0691741340806,0.0691740773504,0.0691740943694
0.000691740773504,0.00988482270671,0.0691740773504,0.0691740943694,0.0691740892637
0.000691740943694,0.0105765636504,0.0691740943694,0.0691740892637,0.0691740907954
0.000691740892637,0.011268304543,0.0691740892637,0.0691740907954,0.0691740903359
0.000691740907954,0.011960045451,0.0691740907954,0.0691740903359,0.0691740904738
0.000691740903359,0.0126517863544,0.0691740903359,0.0691740904738,0.0691740904324
0.000691740904738,0.0133435272591,0.0691740904738,0.0691740904324,0.0691740904448
0.000691740904324,0.0140352681634,0.0691740904324,0.0691740904448,0.0691740904411
0.000691740904448,0.0147270090679,0.0691740904448,0.0691740904411,0.0691740904422
0.000691740904411,0.0154187499723,0.0691740904411,0.0691740904422,0.0691740904419
0.000691740904422,0.0161104908767,0.0691740904422,0.0691740904419,0.069174090442
0.000691740904419,0.0168022317811,0.0691740904419,0.069174090442,0.0691740904419
0.00069174090442,0.0174939726855,0.069174090442,0.0691740904419,0.069174090442
0.000691740904419,0.01818571359,0.0691740904419,0.069174090442,0.069174090442
0.00069174090442,0.0188774544944,0.069174090442,0.069174090442,0.069174090442
0.00069174090442,0.0195691953988,0.069174090442,0.069174090442,0.069174090442
0.00069174090442,0.0202609363032,0.069174090442,0.069174090442,0.069174090442
0.00069174090442,0.0209526772076,0.069174090442,0.069174090442,0.069174090442
0.00069174090442,0.021644418112,0.069174090442,0.069174090442,0.069174090442
0.00069174090442,0.0223361590165,0.069174090442,0.069174090442,0.069174090442
0.00069174090442,0.0230278999209,0.069174090442,0.069174090442,0.069174090442
